,label,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30
0,1,3.3239678413601936,0.2856227170392614,2.1399799914243736,0.6843752146400272,0.2585337990659813,0.7049957242900653,3.946896957196699,-0.648589567062984,0.2262793153394166,-2.7303686944246106,-2.5176704147921343,-0.03521233409729804,0.6777200934362159,-0.24842697781109477,-0.22445920605858657,0.8824050593118717,2.530687357745112,-0.9199050357750359,-2.95376995341431,2.526610186985343,-0.038919509757931875,-3.14593574722632,-1.4853488566890753,2.0390979686297865,1.0234059290856627,0.5395188521528986,-1.9265426502223417,-1.6766870266251748,0.7487355861201241,1.3725742785025115
1,0,-4.428040136801753,0.939166545491139,-0.6338539451347756,0.23687981462226845,0.3007203815793543,0.09077620396893478,1.1326943180398055,-0.35612901779040296,-1.8772841480937845,-0.5226942075237441,0.764000873492812,1.1773560741055673,-0.005262798204595895,0.8153122632366264,0.2752646572517185,2.145507080799843,-0.17222173425326318,-1.7369459655680133,-0.8861480909786011,0.4525112042294751,0.3652547645057478,0.6435629914062148,1.5537418917504113,1.5714632420786856,-0.2675851198278125,-0.40104172567663954,0.5869089204338476,-0.0014316137163699894,-0.6262804468512593,-6.015831664329506
2,1,-1.9521021379543146,-1.5108622940935337,-1.1207272432235007,0.4401914325525047,1.981143791548718,-0.2135732512977029,1.1208809349821562,1.0360801420027703,-0.3355617205755438,1.8408733405376907,-0.7287543287181767,0.37638721959309884,0.611957689257522,-0.6064587314833184,0.24832440436784364,1.376955976335724,0.8594666595552112,-0.5063214305717314,2.0261440975142495,-2.649750665503112,0.02626403793658172,-0.2815701769613933,-1.802093500685927,0.5094579454476651,0.5278072771501308,-0.816586869034711,-0.3539487704569385,-2.3151501987231433,-0.8540822974795631,1.0332357315447245
3,0,2.6466161759479476,1.217087236659097,-2.2892426461031636,-0.9077950474340227,1.7487143296828969,0.3432355776309601,-1.0211214249603633,-0.36617411659206167,-0.7234475195336105,0.2590233254000497,2.683943530001199,0.19881933991973438,-1.0838404412123803,0.6205403223835515,-0.5039826585865145,3.4218034694088817,-1.532245004470653,-0.5513350828593973,1.5683061852009932,-3.609378844280788,1.3044955688029407,1.0593074781303378,-1.201579758585837,1.7226611419648485,0.13470083256668947,1.0534214146501135,0.665768737449113,-0.2099121593590446,-1.2527219181088842,0.9251259774880732
4,1,-1.8932430413118384,1.7842847026533344,0.7466660672481221,0.48704889062011547,0.016663650813427106,-1.4898091718654676,1.0318580165354028,-1.7125281090497582,0.549938117992805,1.4650388542904382,2.0976623764142217,-1.2381127750202516,0.3878437277644846,-0.040546677863137176,-0.11676926877498861,-1.456912507024441,0.062445615125189445,-1.0321955958352995,-2.272730916785706,-0.8531166942096863,-0.03899579065820394,2.993455827479586,1.9077364006712325,-0.7841468562222945,-0.33051695401413517,-1.0555944354071471,-0.07632023601334684,6.426636403557748,0.6335626843326293,-3.422782643563414
5,1,2.1133492603674964,-1.2399547135150013,-0.5897708276169378,0.6311479779261981,-0.38136504641507096,0.05505513800697251,-2.178655598050822,-0.06167840319217732,-0.9901181115357421,1.960605095950466,1.6058806113058326,-1.219123295330795,1.0082817598306684,-0.5726089864172961,0.7252198528659266,-1.1664651101551886,1.0837091350291705,-0.5871384134710856,1.323856766601124,-4.634015964961444,-0.0522414424750231,0.26511721927353815,-3.4269431051658725,0.364069374263705,-1.697942327076378,-1.763920515037569,-1.0087109739991407,5.742251764706654,-0.2674554291635389,0.20628594421042803
6,0,-4.949760839898893,-0.8899057788007958,0.10791114094482372,0.8681164791408771,0.02737583898202127,-0.6979024528567705,1.0545852869473777,1.384182888925775,1.2237890312905322,4.3037379634098105,3.031348670384858,-0.2965086200179413,-0.29987177685858324,-0.20518062422706554,-2.134067859888273,2.9895779284162884,-1.370310569358226,-1.6831331505513378,1.1931325248693243,4.243127889307415,-0.9109544791239735,1.992819807250147,3.1387824517555427,0.5768461974258391,0.1226787705834953,0.2368829138405037,-0.227166150917158,2.7510396077951005,-0.9700641848665493,2.7958596841518744
7,0,-0.07136674678925489,-2.183304176325927,0.7288408409043726,-0.09349136489891063,0.18260642231571256,-0.15879728944830715,3.8324884920815556,-0.017573318651736503,0.5739639772355156,-1.5300412788836844,-1.8344841825930212,-0.5585901839764398,-0.30355126673250166,1.6282736568023564,1.7867544700189797,-3.200657717774066,1.0470784834094693,-1.636239582585221,-0.33383511183654135,-0.055967965388110524,-1.0326053707155922,-0.8051343955880831,0.43940365723110597,0.4773009216308106,1.5474246126493767,1.1774666494474393,0.8782477500925479,-2.3428039487396526,1.615535408492023,-2.6714994167241395
8,1,-1.3782294111108122,-0.24902859167209504,-0.6743998936683994,0.9741528665089427,0.40265194274417115,0.07975279892916738,1.408396236021594,-0.2561343494410848,1.2378809826837474,-0.17713409807114475,-0.901774247371273,0.43802723101543006,-0.6533671448103003,2.369133746261018,-1.1828668779851481,2.487706438473125,-0.878463212492489,-0.5111415343025784,-1.3923998058665983,-0.7362780275531661,0.6768914778577423,-1.1663987129993894,-0.2884011885816581,-0.3849046961600273,0.7066449725749148,-0.16177185465353153,1.3538917725366992,0.441669958099706,-0.18979285298297552,1.3566940640483027
9,0,-0.8509370898134939,0.8094886484065438,1.8712970812081062,-0.0653863552086304,-0.9212406437327944,2.1677902518708336,0.21380035310278647,1.06491659568696,1.248882407999798,-0.45001478488518754,1.8658851533193501,-0.09186678637494564,-1.6625476063249371,-1.095746672312786,0.44167410418635666,-0.07064907170887244,3.135564975778611,-0.5145521066557464,-5.341728615116255,-1.1345960293885855,0.10288681500157741,0.28612029079549073,0.5314444009619915,-0.8449675136533474,0.955500318070649,-1.0311585917334807,-2.0598613487379147,2.852923355816793,0.5267901666690888,-3.681564274114784
10,0,-2.6227273036995107,-2.021451314742852,1.199571436308442,-1.400872307764672,1.3023026937675461,-1.2727193754303752,-0.48786422035803334,-1.7983737940322935,1.2610424549182941,3.4333451103114556,2.580241613063121,-0.17151158668266467,-0.5061060096259046,1.838548604640944,-1.4563820004467931,2.0036251851241604,0.29612471397631557,0.8107412807760687,-4.260601180746772,1.9772828898632042,-1.7596355916701738,1.4423637506276932,1.5187647044760213,0.06973431556275043,0.7512299742496832,1.0759695790541612,0.9970689269990805,2.586552434253784,0.7418229495251929,-0.367442971873564
11,0,-1.8081714090938088,1.4805046013266765,-1.3196131133641433,0.15034895555876923,-0.44155034525600334,-0.9761818234880529,1.4728036182172524,2.0188637213556375,1.1697718417868732,1.900278587781489,2.4998026843833405,1.473639930476989,-1.413379434390242,-0.09859341442233369,-0.3982028956024152,2.162679187147378,-0.9530529641546058,0.11087912794847217,0.08984556709006655,-0.7137321231182278,-1.7469340939687308,-1.0434625376150168,0.6121142320823753,-1.0211408576342857,0.5306135793023835,1.111898002415945,2.140167146957692,-0.9449341656596882,-0.06176119938462871,-0.29159679645697334
12,0,1.1401708836241253,-1.3712582830356397,0.44470741823878424,0.2797599858495121,1.0763490425225688,-0.0790988300167102,1.3991467917099312,-0.225912733409572,-0.573692322825391,3.207179819460286,-1.087009786714982,-1.2924775787123612,-1.0803588146244125,-0.9796370614272961,0.7301869281467874,-3.1434360527443936,0.07728779399980892,2.9117738964442994,-2.2379787218661966,6.7282492926314355,0.33057356896938894,2.0914945235317646,4.654236525276724,1.9549439879691057,0.6580057831925784,0.23356841325402186,1.9415765204114546,0.833705628667477,0.3635866805599457,3.190547513723384
13,0,-5.7042092409097185,-0.3079243001477032,-2.6021649506567304,1.4894739641019121,-0.5441013367532209,-0.9583958542645837,7.902226965072493,-1.743233188286767,-0.40094198874596565,2.4758813812374596,-0.7686823339540124,-0.983457918410464,0.4955594401686638,0.430365866054804,0.16571013591416411,3.3507575187553775,0.9485104257057221,-0.27884591044193496,5.260139099349404,7.238312312726131,0.011078212573318633,4.463210441763028,-2.5328705704218644,-1.083981440721341,0.09985821335567312,1.009033624443378,-0.6248820159002567,1.7283910756073189,-0.3482595195417574,-4.441857915503395
14,1,3.6284737911403657,-0.9971814317826414,0.3001577050576295,-0.734734321169566,2.1464787275588106,1.178617064874405,-1.645977693570443,-0.8095900126373705,1.1108395936610467,2.96995126386978,0.8590994472429389,0.7807809025417904,-0.056872537595222705,-0.19616665147375387,-0.11417208416143912,2.77099757704381,1.4131970428033191,0.7272025923771253,-3.6486811329716162,-0.5273402536714457,0.773551512765874,-4.175364747852997,0.1148482198665021,-1.575092942129541,-0.24312093377096253,-0.2761086456796056,-0.4143994564265552,-0.14789277334971826,-0.1965974801512115,1.5131487110505957
15,0,-1.902953698797194,-1.179137195944259,0.09600460763921405,-0.19984427302844596,-1.331209140932433,0.37599331471087927,0.33892564260823954,0.11808693751399513,0.7179750134778966,-1.1321876892092808,-3.0689639555807258,0.4637838559524241,0.9074491461958091,0.14538001840497564,1.8312520850383804,2.556217521430469,-0.8345796504679486,-0.9642606186532597,-0.09956364762532863,0.8991522987293484,-0.4639162067800512,0.8328486375668755,0.617971305910776,0.3868666036163426,-0.034959199914920025,-2.274557352262412,-0.9918090145713837,1.830233357516303,0.32586608275424467,-1.8589559355248844
